"term","estimate","se","ci.lb","ci.ub","pval"
"intrcpt",1.76222988006547,0.564782654462738,0.655276218225572,2.86918354190536,0.00180733672602376
"mean_age_c",-0.0286735370470936,0.0409353428151069,-0.108905334659504,0.0515582605653165,0.48364058313141
