"term","estimate","se","ci.lb","ci.ub","pval"
"intrcpt",1.43351344929963,0.318473811286792,0.809316249158316,2.05771064944095,6.75717553312969e-06
"mean_age_c",-0.124065863360868,0.0196633050322329,-0.16260523304107,-0.0855264936806664,2.79916268400407e-10
